x,y,w,h
0.722222,0.349138,0.344444,0.077586
0.532639,0.496983,0.348611,0.064655
0.569444,0.489224,0.366667,0.069828
0.471528,0.440086,0.379167,0.078448
0.473611,0.602586,0.344444,0.07069
0.61875,0.425,0.329167,0.074138
0.400694,0.457328,0.381944,0.068103
0.696528,0.450862,0.3875,0.068966
0.386806,0.35,0.373611,0.07069
0.517361,0.473707,0.351389,0.078448
0.488194,0.424138,0.376389,0.074138
0.509722,0.36681,0.341667,0.076724
0.360417,0.472414,0.3375,0.067241
0.395139,0.467241,0.348611,0.082759
0.490278,0.475,0.380556,0.067241
0.490972,0.377155,0.370833,0.061207
0.527083,0.45819,0.390278,0.087069
0.568056,0.432759,0.355556,0.074138
0.547222,0.499138,0.375,0.068966
0.345139,0.3125,0.334722,0.075
0.504861,0.2875,0.343056,0.075
0.495833,0.475431,0.338889,0.085345
0.325,0.463362,0.333333,0.076724
0.426389,0.581034,0.327778,0.089655
0.44375,0.404741,0.354167,0.088793
0.545139,0.443534,0.343056,0.090517
0.4375,0.482328,0.336111,0.087069
0.378472,0.3375,0.334722,0.068103
0.417361,0.471983,0.323611,0.080172
0.464583,0.496983,0.340278,0.078448
0.598611,0.505603,0.313889,0.076724
0.468056,0.559914,0.408333,0.064655
0.472222,0.381466,0.336111,0.071552
0.542361,0.464224,0.456944,0.066379
0.554861,0.296552,0.334722,0.084483
0.405556,0.498276,0.308333,0.075862
0.425,0.445259,0.336111,0.073276
0.513194,0.457328,0.340278,0.085345
0.4875,0.423707,0.336111,0.066379
0.471528,0.497414,0.3375,0.07931
0.544444,0.434052,0.319444,0.085345
0.54375,0.475862,0.329167,0.082759
0.4,0.506034,0.330556,0.075862
0.575,0.49569,0.311111,0.087931
0.508333,0.511638,0.341667,0.085345
0.281944,0.527155,0.330556,0.076724
0.454167,0.45,0.336111,0.07069
0.466667,0.428879,0.3,0.073276
0.453472,0.434052,0.329167,0.097414
0.509722,0.468103,0.322222,0.07931
0.475694,0.456897,0.3375,0.081034
0.566667,0.451293,0.341667,0.073276
0.502083,0.435345,0.323611,0.075862
0.399306,0.310776,0.331944,0.073276
0.506944,0.300862,0.325,0.065517
0.465972,0.407328,0.340278,0.064655
0.322917,0.35819,0.345833,0.075
0.286111,0.428879,0.327778,0.076724
0.520139,0.449569,0.293056,0.097414
0.477778,0.424138,0.3,0.086207
0.484028,0.493966,0.284722,0.075862
0.59375,0.461207,0.329167,0.091379
0.540278,0.461638,0.327778,0.076724
0.529167,0.490948,0.308333,0.078448
0.542361,0.45,0.2875,0.081034
0.463194,0.406897,0.284722,0.086207
0.434722,0.449569,0.286111,0.102586
0.565278,0.5,0.302778,0.091379
0.458333,0.44181,0.302778,0.087069
0.517361,0.432759,0.298611,0.087931
0.530556,0.411207,0.311111,0.094828
0.429167,0.453448,0.297222,0.105172
0.459028,0.305603,0.265278,0.093966
0.49375,0.42931,0.273611,0.098276
0.418056,0.500431,0.252778,0.093966
0.44375,0.472414,0.284722,0.087931
0.425,0.462931,0.266667,0.103448
0.471528,0.403017,0.431944,0.075
0.508333,0.443103,0.4,0.062069
0.4875,0.466379,0.408333,0.07931
0.417361,0.460345,0.409722,0.058621
0.3875,0.400431,0.413889,0.069828
0.478472,0.446121,0.304167,0.090517
0.376389,0.505172,0.288889,0.075862
0.525694,0.439655,0.306944,0.075862
0.425,0.441379,0.330556,0.07931
0.726389,0.507759,0.319444,0.077586
0.405556,0.390086,0.313889,0.081897
0.439583,0.519397,0.309722,0.081897
0.467361,0.456034,0.318056,0.074138
0.486111,0.424138,0.305556,0.084483
0.355556,0.40819,0.322222,0.088793
0.515972,0.456034,0.301389,0.077586
0.429167,0.424138,0.305556,0.082759
0.479167,0.484052,0.308333,0.087069
0.542361,0.464224,0.3125,0.075
0.413194,0.5125,0.423611,0.073276
0.46875,0.513793,0.401389,0.077586
0.518056,0.464655,0.386111,0.07931
0.538194,0.429741,0.384722,0.073276
0.461111,0.555603,0.4,0.064655
0.527083,0.47931,0.393056,0.065517
0.3625,0.456897,0.383333,0.081034
0.467361,0.443103,0.373611,0.07931
0.482639,0.440517,0.384722,0.062069
0.429861,0.486207,0.4125,0.077586
0.492361,0.47931,0.401389,0.063793
0.5875,0.410776,0.413889,0.066379
0.381944,0.378017,0.377778,0.076724
0.528472,0.515086,0.365278,0.071552
0.540972,0.465948,0.409722,0.087069
0.463194,0.351293,0.418056,0.068103
0.470139,0.423276,0.418056,0.067241
0.457639,0.515948,0.376389,0.064655
0.4875,0.493103,0.397222,0.065517
0.480556,0.38319,0.372222,0.062931
0.496528,0.427155,0.393056,0.069828
0.531944,0.394828,0.372222,0.07069
0.561806,0.465948,0.393056,0.062931
0.629167,0.393103,0.377778,0.067241
0.442361,0.444397,0.381944,0.075
0.452778,0.357328,0.394444,0.071552
0.698611,0.495259,0.327778,0.083621
0.385417,0.378017,0.373611,0.073276
0.407639,0.473276,0.379167,0.07931
0.494444,0.498707,0.372222,0.075
0.540278,0.4375,0.4,0.061207
0.544444,0.532328,0.388889,0.076724
0.295833,0.411638,0.386111,0.068103
0.46875,0.484052,0.3875,0.076724
0.425,0.471983,0.377778,0.073276
0.442361,0.478017,0.356944,0.083621
0.402778,0.503017,0.313889,0.068103
0.452778,0.444397,0.3,0.080172
0.429861,0.475862,0.304167,0.082759
0.394444,0.461638,0.316667,0.076724
0.418056,0.421983,0.305556,0.093966
0.494444,0.381897,0.297222,0.081034
0.448611,0.306034,0.308333,0.087931
0.414583,0.463362,0.298611,0.088793
0.461111,0.425431,0.319444,0.085345
0.434028,0.447845,0.329167,0.099138
0.603472,0.496552,0.329167,0.086207
0.502083,0.54569,0.315278,0.089655
0.540278,0.32931,0.35,0.086207
0.749306,0.453879,0.304167,0.087069
0.561111,0.471552,0.241667,0.105172
0.570139,0.439655,0.295833,0.086207
0.339583,0.469828,0.276389,0.077586
0.545139,0.453879,0.270833,0.085345
0.506944,0.412069,0.275,0.082759
0.498611,0.46681,0.266667,0.088793
0.498611,0.528879,0.286111,0.092241
0.513194,0.374569,0.293056,0.092241
0.573611,0.453879,0.272222,0.078448
0.393056,0.351293,0.280556,0.085345
0.531944,0.404741,0.361111,0.075
0.595139,0.359052,0.326389,0.068103
0.441667,0.416379,0.338889,0.074138
0.536806,0.456466,0.354167,0.066379
0.464583,0.491379,0.356944,0.068966
0.503472,0.39181,0.306944,0.076724
0.560417,0.453017,0.329167,0.076724
0.702778,0.540948,0.319444,0.071552
0.468056,0.5375,0.336111,0.068103
0.596528,0.487931,0.318056,0.075862
0.524306,0.350862,0.3375,0.075862
0.455556,0.395259,0.35,0.075
0.51875,0.458621,0.348611,0.082759
0.534028,0.513793,0.351389,0.081034
0.343056,0.378017,0.35,0.071552
0.544444,0.423707,0.422222,0.064655
0.511111,0.551293,0.333333,0.075
0.526389,0.432328,0.363889,0.069828
0.480556,0.381897,0.413889,0.062069
0.490278,0.42069,0.344444,0.082759
0.497917,0.446552,0.3375,0.067241
0.461806,0.473707,0.340278,0.075
0.500694,0.446552,0.331944,0.082759
0.505556,0.565948,0.341667,0.071552
0.425694,0.48319,0.348611,0.085345
0.426389,0.457759,0.316667,0.077586
0.386806,0.492672,0.323611,0.083621
0.524306,0.35,0.340278,0.082759
0.520139,0.426724,0.331944,0.082759
0.299306,0.475862,0.326389,0.084483
0.320139,0.483621,0.3375,0.084483
0.564583,0.421121,0.3125,0.102586
0.394444,0.440086,0.319444,0.080172
0.520139,0.512931,0.3375,0.089655
0.604861,0.445259,0.323611,0.085345
0.632639,0.407328,0.331944,0.085345
0.63125,0.356034,0.320833,0.087931
0.300694,0.385345,0.3375,0.086207
0.394444,0.460776,0.333333,0.087069
0.522222,0.584052,0.338889,0.083621
0.484028,0.495259,0.331944,0.090517
0.550694,0.443103,0.334722,0.084483
0.63125,0.4625,0.348611,0.087069
0.482639,0.46681,0.351389,0.093966
0.288194,0.456466,0.348611,0.076724
0.632639,0.469828,0.359722,0.07931
0.441667,0.543966,0.377778,0.068966
0.408333,0.542241,0.336111,0.082759
0.467361,0.354741,0.304167,0.087069
0.418056,0.415517,0.297222,0.07931
0.620833,0.502586,0.294444,0.075862
0.379861,0.440517,0.298611,0.075862
0.461111,0.448276,0.3,0.096552
0.606944,0.381897,0.302778,0.074138
0.39375,0.477155,0.309722,0.078448
0.535417,0.502155,0.301389,0.081897
0.373611,0.446552,0.311111,0.082759
0.425694,0.424569,0.429167,0.05431
0.674306,0.419828,0.301389,0.086207
0.495139,0.420259,0.293056,0.090517
0.445833,0.493534,0.297222,0.088793
0.442361,0.31681,0.295833,0.090517
0.442361,0.447414,0.343056,0.087931
0.522222,0.474569,0.308333,0.083621
0.525,0.444397,0.316667,0.081897
0.577778,0.496552,0.311111,0.084483
0.395139,0.528448,0.306944,0.077586
0.495833,0.487931,0.294444,0.077586
0.527083,0.50819,0.304167,0.087069
0.568056,0.477155,0.308333,0.085345
0.660417,0.430172,0.268056,0.094828
0.464583,0.5,0.270833,0.091379
0.539583,0.367672,0.268056,0.090517
0.534028,0.452586,0.2625,0.096552
0.424306,0.3875,0.270833,0.099138
0.451389,0.464224,0.275,0.093966
0.517361,0.462069,0.273611,0.103448
0.502083,0.324138,0.276389,0.089655
0.578472,0.462931,0.273611,0.096552
0.402083,0.44569,0.370833,0.086207
0.463889,0.336638,0.330556,0.078448
0.556944,0.490948,0.355556,0.064655
0.536806,0.450862,0.329167,0.072414
0.594444,0.409483,0.325,0.07931
0.374306,0.390517,0.331944,0.077586
0.474306,0.495259,0.331944,0.081897
0.749306,0.476293,0.3375,0.062931
0.592361,0.488362,0.340278,0.071552
0.500694,0.428448,0.359722,0.074138
0.518056,0.452155,0.336111,0.076724
0.521528,0.403448,0.318056,0.07931
0.515278,0.459483,0.316667,0.084483
0.541667,0.450431,0.344444,0.078448
0.448611,0.354741,0.333333,0.087069
0.511111,0.457328,0.313889,0.099138
0.485417,0.35431,0.326389,0.077586
0.554861,0.498276,0.331944,0.082759
0.491667,0.451293,0.325,0.069828
0.471528,0.443966,0.326389,0.082759
0.522222,0.429741,0.341667,0.078448
0.569444,0.5,0.330556,0.075862
0.526389,0.424138,0.327778,0.075862
0.4625,0.465948,0.333333,0.071552
0.365972,0.331466,0.329167,0.078448
0.639583,0.442672,0.331944,0.076724
0.398611,0.44569,0.35,0.074138
0.419444,0.353017,0.35,0.075
0.453472,0.418103,0.318056,0.07931
0.473611,0.516379,0.327778,0.089655
0.505556,0.4375,0.327778,0.081897
0.517361,0.348276,0.334722,0.077586
0.356944,0.496552,0.322222,0.081034
0.416667,0.406466,0.347222,0.068103
0.450694,0.373707,0.320833,0.075
0.426389,0.494828,0.325,0.091379
0.514583,0.471552,0.329167,0.075862
0.7,0.592241,0.330556,0.077586
0.424306,0.512069,0.318056,0.077586
0.513889,0.530603,0.325,0.080172
0.50625,0.404741,0.334722,0.083621
0.515278,0.396552,0.333333,0.07931
0.468056,0.362069,0.366667,0.081034
0.566667,0.405603,0.333333,0.078448
0.467361,0.464224,0.334722,0.092241
0.529861,0.481034,0.318056,0.087931
0.488194,0.51681,0.320833,0.083621
0.480556,0.403879,0.333333,0.090517
0.363889,0.474138,0.311111,0.077586
0.398611,0.451724,0.355556,0.07069
0.489583,0.473276,0.329167,0.082759
0.577778,0.469828,0.341667,0.089655
0.478472,0.49569,0.348611,0.072414
0.390278,0.400431,0.288889,0.083621
0.521528,0.473276,0.281944,0.086207
0.370833,0.386638,0.263889,0.092241
0.522222,0.378879,0.269444,0.090517
0.673611,0.475431,0.297222,0.083621
0.427778,0.348276,0.280556,0.103448
0.473611,0.441379,0.283333,0.084483
0.488194,0.480603,0.270833,0.097414
0.304861,0.585345,0.284722,0.098276
0.609028,0.591379,0.276389,0.1
0.559028,0.490948,0.2875,0.080172
0.590972,0.326724,0.281944,0.075862
0.509028,0.44181,0.268056,0.083621
0.609028,0.311207,0.409722,0.067241
0.631944,0.443103,0.422222,0.053448
0.484722,0.422845,0.380556,0.080172
0.399306,0.305172,0.409722,0.075862
0.385417,0.47931,0.445833,0.060345
0.455556,0.475,0.438889,0.062069
0.445833,0.44181,0.286111,0.085345
0.559722,0.348707,0.269444,0.099138
0.40625,0.47069,0.276389,0.086207
0.4625,0.450862,0.275,0.091379
0.405556,0.425,0.252778,0.106897
0.524306,0.421121,0.265278,0.09569
0.364583,0.4625,0.2875,0.088793
0.54375,0.45819,0.281944,0.083621
0.332639,0.435776,0.351389,0.075
0.342361,0.420259,0.356944,0.073276
0.555556,0.35431,0.341667,0.062069
0.526389,0.459914,0.316667,0.083621
0.365278,0.479741,0.361111,0.071552
0.455556,0.318966,0.366667,0.07931
0.373611,0.433621,0.280556,0.081034
0.431944,0.455603,0.355556,0.076724
0.547917,0.392672,0.359722,0.062931
0.602778,0.452155,0.352778,0.076724
0.508333,0.399138,0.35,0.075862
0.468056,0.458621,0.369444,0.082759
0.454167,0.477155,0.347222,0.092241
0.463194,0.477586,0.368056,0.086207
0.559722,0.446121,0.372222,0.087069
0.41875,0.463793,0.345833,0.075862
0.540972,0.435345,0.3875,0.07931
0.425,0.444828,0.352778,0.074138
0.590278,0.342672,0.369444,0.075
0.306944,0.490086,0.369444,0.075
0.454861,0.468534,0.376389,0.081897
0.486806,0.478879,0.329167,0.073276
0.520833,0.42931,0.363889,0.068966
0.563194,0.509483,0.401389,0.074138
0.480556,0.495259,0.363889,0.081897
0.557639,0.450431,0.381944,0.075
0.423611,0.313793,0.394444,0.077586
0.509722,0.388362,0.358333,0.078448
0.471528,0.490086,0.340278,0.076724
0.492361,0.493534,0.373611,0.080172
0.6375,0.497845,0.372222,0.081897
0.436806,0.453017,0.370833,0.075
0.477778,0.440948,0.358333,0.076724
0.520833,0.350431,0.352778,0.078448
0.581944,0.415086,0.386111,0.069828
0.625,0.428017,0.355556,0.075
0.731944,0.376724,0.358333,0.07069
0.41875,0.441379,0.356944,0.086207
0.629861,0.359914,0.359722,0.080172
0.413194,0.456034,0.354167,0.082759
0.460417,0.456034,0.390278,0.067241
0.659028,0.507759,0.3625,0.072414
0.455556,0.365948,0.397222,0.075
0.490278,0.431897,0.361111,0.082759
0.525694,0.481897,0.365278,0.065517
0.51875,0.502586,0.368056,0.067241
0.553472,0.453017,0.365278,0.066379
0.429167,0.42069,0.397222,0.081034
0.379167,0.489655,0.375,0.082759
0.452083,0.35,0.351389,0.074138
0.345139,0.565086,0.368056,0.071552
0.394444,0.452155,0.355556,0.066379
0.527778,0.349569,0.358333,0.068103
0.568056,0.488362,0.380556,0.064655
0.439583,0.458621,0.370833,0.065517
0.513194,0.432328,0.3625,0.078448
0.520833,0.365086,0.352778,0.080172
0.442361,0.431034,0.384722,0.075862
0.513889,0.380603,0.305556,0.081897
0.440972,0.430172,0.340278,0.087931
0.472917,0.43319,0.348611,0.069828
0.475694,0.469828,0.379167,0.072414
0.452083,0.306466,0.301389,0.078448
0.382639,0.403017,0.290278,0.090517
0.502083,0.443534,0.293056,0.088793
0.511806,0.459483,0.281944,0.084483
0.754167,0.506034,0.288889,0.094828
0.345139,0.298707,0.3125,0.078448
0.436806,0.431466,0.3375,0.071552
0.569444,0.487069,0.322222,0.074138
0.341667,0.403879,0.322222,0.075
0.480556,0.575862,0.3,0.068966
0.463194,0.493534,0.309722,0.076724
0.515972,0.473707,0.329167,0.076724
0.538194,0.459483,0.326389,0.07931
0.578472,0.413362,0.331944,0.081897
0.479861,0.446552,0.306944,0.075862
0.45,0.459483,0.319444,0.086207
0.540972,0.426724,0.304167,0.077586
0.422917,0.428017,0.334722,0.087069
0.34375,0.360776,0.306944,0.083621
0.425,0.482328,0.305556,0.073276
0.525,0.424569,0.319444,0.088793
0.55,0.402586,0.316667,0.074138
0.529167,0.3,0.327778,0.086207
0.498611,0.491379,0.313889,0.096552
0.442361,0.450431,0.409722,0.062931
0.518056,0.444397,0.433333,0.064655
0.522222,0.445259,0.394444,0.075
0.338889,0.409052,0.416667,0.061207
0.529167,0.402586,0.413889,0.067241
0.414583,0.365086,0.418056,0.071552
0.406944,0.45819,0.455556,0.066379
0.510417,0.465948,0.415278,0.068103
0.479167,0.363362,0.411111,0.064655
0.493056,0.418103,0.419444,0.065517
0.441667,0.468534,0.391667,0.075
0.604861,0.479741,0.418056,0.057759
0.425694,0.511638,0.4125,0.076724
0.525694,0.440086,0.443056,0.069828
0.290972,0.280603,0.406944,0.066379
0.338889,0.439224,0.411111,0.059483
0.470139,0.466379,0.290278,0.105172
0.550694,0.46681,0.309722,0.071552
0.588194,0.459483,0.306944,0.074138
0.645833,0.432759,0.313889,0.081034
0.572917,0.457759,0.323611,0.082759
0.584028,0.478879,0.3125,0.078448
0.451389,0.573707,0.302778,0.085345
0.493056,0.416379,0.302778,0.075862
0.525,0.45819,0.369444,0.062931
0.439583,0.46681,0.373611,0.066379
0.521528,0.451724,0.2875,0.081034
0.306944,0.555603,0.361111,0.071552
0.479861,0.440948,0.3625,0.087069
0.431944,0.472845,0.358333,0.076724
0.509722,0.481897,0.380556,0.081034
0.4875,0.468534,0.375,0.081897
0.463194,0.436638,0.373611,0.076724
0.5,0.449569,0.425,0.068103
0.291667,0.407759,0.363889,0.07069
0.430556,0.492672,0.383333,0.066379
0.465972,0.396121,0.373611,0.061207
0.491667,0.47931,0.391667,0.067241
0.590278,0.456466,0.355556,0.064655
0.463889,0.465948,0.380556,0.078448
0.568056,0.460345,0.375,0.081034
0.58125,0.443534,0.370833,0.083621
0.507639,0.469397,0.393056,0.059483
0.527778,0.4125,0.366667,0.061207
0.568056,0.310776,0.372222,0.075
0.43125,0.565517,0.420833,0.086207
0.524306,0.47931,0.356944,0.067241
0.402083,0.435776,0.373611,0.071552
0.443056,0.458621,0.386111,0.084483
0.513194,0.486638,0.381944,0.061207
0.496528,0.523707,0.373611,0.073276
0.473611,0.482328,0.366667,0.073276
0.495139,0.477586,0.373611,0.065517
0.486111,0.458621,0.375,0.07931
0.40625,0.48319,0.326389,0.083621
0.461806,0.461638,0.318056,0.081897
0.452083,0.469397,0.290278,0.076724
0.473611,0.387931,0.288889,0.084483
0.536111,0.329741,0.294444,0.088793
0.45625,0.459483,0.298611,0.105172
0.356944,0.43319,0.338889,0.081897
0.49375,0.438793,0.295833,0.082759
0.541667,0.292672,0.283333,0.081897
0.43125,0.382759,0.3125,0.087931
0.504167,0.457759,0.297222,0.091379
0.617361,0.505172,0.3125,0.086207
0.563194,0.385776,0.293056,0.080172
0.513194,0.492241,0.245833,0.103448
0.349306,0.498707,0.295833,0.088793
0.5875,0.406034,0.297222,0.077586
0.520833,0.369828,0.283333,0.087931
0.450694,0.419828,0.281944,0.07931
0.48125,0.448707,0.279167,0.09569
0.53125,0.407328,0.276389,0.087069
0.41875,0.47931,0.298611,0.081034
0.469444,0.419828,0.286111,0.096552
0.504861,0.42931,0.281944,0.084483
0.524306,0.480172,0.290278,0.101724
0.626389,0.482328,0.280556,0.093966
0.520833,0.456034,0.358333,0.077586
0.5875,0.455603,0.363889,0.068103
0.454167,0.399569,0.344444,0.069828
0.396528,0.474569,0.359722,0.069828
0.461806,0.518534,0.348611,0.078448
0.549306,0.45431,0.3625,0.065517
0.447222,0.336207,0.366667,0.07069
0.549306,0.465086,0.348611,0.073276
0.500694,0.45819,0.354167,0.088793
0.622222,0.36681,0.369444,0.071552
0.452778,0.422414,0.355556,0.081034
0.486111,0.436638,0.383333,0.076724
0.494444,0.395259,0.383333,0.075
0.418056,0.41681,0.383333,0.069828
0.476389,0.4125,0.35,0.078448
0.473611,0.465086,0.341667,0.075
0.48125,0.410345,0.351389,0.075862
0.484028,0.484914,0.356944,0.075
0.507639,0.323707,0.334722,0.080172
0.392361,0.453448,0.359722,0.075862
0.413889,0.531897,0.355556,0.084483
0.473611,0.362931,0.391667,0.075862
0.479861,0.442241,0.354167,0.07069
0.497222,0.455603,0.344444,0.080172
0.547917,0.296983,0.376389,0.076724
0.464583,0.462931,0.329167,0.082759
0.484722,0.458621,0.338889,0.072414
0.501389,0.54181,0.352778,0.073276
0.427083,0.45819,0.351389,0.088793
0.474306,0.446552,0.340278,0.072414
0.504861,0.424138,0.3375,0.072414
0.593056,0.302586,0.352778,0.082759
0.356944,0.439224,0.352778,0.078448
0.411806,0.455172,0.345833,0.07931
0.6,0.461638,0.366667,0.081897
0.522222,0.413793,0.372222,0.065517
0.461111,0.463793,0.361111,0.07931
0.459722,0.493103,0.35,0.065517
0.529167,0.434483,0.361111,0.075862
0.645139,0.464655,0.343056,0.07931
0.600694,0.445259,0.390278,0.087069
0.561111,0.443966,0.35,0.075862
0.440278,0.399569,0.355556,0.064655
0.483333,0.464224,0.361111,0.069828
0.410417,0.489655,0.356944,0.072414
0.480556,0.428448,0.319444,0.084483
0.488889,0.468103,0.322222,0.074138
0.4875,0.457759,0.3,0.07931
0.342361,0.399138,0.301389,0.074138
0.514583,0.480172,0.323611,0.089655
0.438889,0.328448,0.3,0.081034
0.722222,0.455172,0.305556,0.086207
0.50625,0.418966,0.301389,0.077586
0.354861,0.427586,0.309722,0.086207
0.459028,0.47069,0.323611,0.074138
0.484028,0.457759,0.3125,0.068966
0.554861,0.365517,0.318056,0.1
0.536806,0.325862,0.320833,0.082759
0.459722,0.467672,0.316667,0.066379
0.438194,0.460345,0.306944,0.081034
0.574306,0.463793,0.309722,0.086207
0.476389,0.472414,0.327778,0.077586
0.464583,0.375431,0.359722,0.076724
0.377083,0.471552,0.323611,0.089655
0.480556,0.42069,0.344444,0.081034
0.554861,0.423276,0.3125,0.086207
0.445833,0.518103,0.369444,0.068966
0.5625,0.394397,0.313889,0.087069
0.565278,0.437069,0.3,0.077586
0.485417,0.456034,0.318056,0.096552
0.478472,0.386207,0.318056,0.089655
0.58125,0.482759,0.301389,0.096552
0.264583,0.389224,0.331944,0.085345
0.4375,0.384914,0.311111,0.075
0.427778,0.444828,0.35,0.086207
0.744444,0.303879,0.35,0.083621
0.502083,0.468534,0.340278,0.080172
0.527778,0.458621,0.327778,0.089655
0.4875,0.463793,0.308333,0.101724
0.559028,0.485345,0.301389,0.087931
0.294444,0.399138,0.327778,0.075862
0.527083,0.4625,0.318056,0.085345
0.463889,0.490086,0.302778,0.092241
0.632639,0.460776,0.320833,0.111207
0.470833,0.478017,0.397222,0.064655
0.468056,0.587069,0.4,0.07931
0.408333,0.50819,0.411111,0.062931
0.491667,0.468534,0.375,0.083621
0.46875,0.468534,0.395833,0.075
0.275,0.462069,0.397222,0.063793
0.554167,0.498707,0.4,0.078448
0.55625,0.470259,0.393056,0.069828
0.513889,0.448276,0.413889,0.068966
0.472222,0.4125,0.441667,0.075
0.555556,0.442241,0.430556,0.063793
0.452778,0.428448,0.369444,0.077586
0.41875,0.343966,0.365278,0.072414
0.4,0.426724,0.369444,0.065517
0.460417,0.463362,0.418056,0.061207
0.438889,0.544828,0.375,0.082759
0.5,0.322414,0.391667,0.07931
0.404167,0.456466,0.35,0.068103
0.541667,0.452586,0.35,0.063793
0.429167,0.507759,0.380556,0.082759
0.536111,0.363793,0.366667,0.07069
0.463194,0.426724,0.343056,0.087931
0.596528,0.44181,0.3625,0.087069
0.451389,0.459914,0.386111,0.085345
0.50625,0.475,0.354167,0.082759
0.327083,0.372845,0.351389,0.092241
0.529861,0.438362,0.354167,0.075
0.469444,0.474569,0.347222,0.081897
0.491667,0.411207,0.380556,0.07069
0.50625,0.599569,0.373611,0.061207
0.583333,0.558621,0.369444,0.072414
0.259722,0.515086,0.363889,0.073276
0.509028,0.467241,0.354167,0.072414
0.46875,0.421552,0.373611,0.07931
0.480556,0.388362,0.369444,0.080172
0.509028,0.556466,0.395833,0.085345
0.545139,0.378879,0.359722,0.076724
0.624306,0.511638,0.370833,0.080172
0.390278,0.423276,0.363889,0.081034
0.558333,0.546983,0.386111,0.076724
0.340278,0.450862,0.372222,0.067241
0.481944,0.490517,0.388889,0.077586
0.491667,0.445259,0.386111,0.061207
0.517361,0.49181,0.3875,0.080172
0.521528,0.38319,0.384722,0.073276
0.543056,0.449138,0.369444,0.082759
0.64375,0.456466,0.379167,0.076724
0.372917,0.439224,0.3375,0.071552
0.439583,0.446983,0.395833,0.064655
0.447222,0.437069,0.358333,0.07069
0.488194,0.503448,0.409722,0.063793
0.518056,0.538362,0.4,0.069828
0.513194,0.305603,0.381944,0.064655
0.572222,0.484052,0.386111,0.073276
0.444444,0.528448,0.375,0.074138
0.498611,0.456897,0.363889,0.075862
0.528472,0.450862,0.395833,0.082759
0.531944,0.449569,0.372222,0.068103
0.643056,0.293966,0.383333,0.074138
0.547222,0.448707,0.372222,0.075
0.466667,0.508621,0.35,0.068966
0.529167,0.421552,0.361111,0.082759
0.488194,0.452155,0.3625,0.09569
0.446528,0.438793,0.376389,0.075862
0.575694,0.293534,0.393056,0.071552
0.463194,0.469828,0.395833,0.072414
0.398611,0.52931,0.366667,0.075862
0.497222,0.448707,0.361111,0.068103
0.446528,0.470259,0.368056,0.069828
0.509722,0.436638,0.355556,0.061207
0.408333,0.460345,0.380556,0.058621
0.451389,0.461207,0.358333,0.063793
0.532639,0.423707,0.351389,0.075
0.454861,0.439224,0.398611,0.075
0.429861,0.463793,0.365278,0.074138
0.5375,0.446983,0.363889,0.062931
0.498611,0.43319,0.355556,0.073276
0.449306,0.443966,0.376389,0.063793
0.485417,0.486638,0.245833,0.099138
0.429861,0.455172,0.254167,0.098276
0.555556,0.37931,0.255556,0.096552
0.404861,0.32069,0.259722,0.1
0.468056,0.427586,0.227778,0.112069
0.451389,0.45431,0.252778,0.091379
0.440278,0.464224,0.280556,0.081897
0.500694,0.437069,0.284722,0.082759
0.697917,0.506897,0.2875,0.089655
0.514583,0.552586,0.351389,0.068966
0.498611,0.425431,0.3,0.069828
0.38125,0.569397,0.348611,0.069828
0.606944,0.41681,0.347222,0.073276
0.45625,0.460345,0.320833,0.07931
0.56875,0.451724,0.343056,0.07069
0.572222,0.475862,0.338889,0.072414
0.588194,0.355172,0.359722,0.063793
0.429167,0.430603,0.397222,0.071552
0.475,0.469397,0.355556,0.078448
0.397222,0.495259,0.388889,0.080172
0.477083,0.503879,0.390278,0.076724
0.377083,0.530603,0.409722,0.057759
0.522222,0.424138,0.380556,0.07069
0.565972,0.369397,0.3375,0.076724
0.434028,0.434052,0.3875,0.064655
0.452778,0.452155,0.377778,0.069828
0.476389,0.436207,0.408333,0.067241
0.479861,0.496983,0.390278,0.069828
0.509028,0.376724,0.390278,0.068966
0.492361,0.425862,0.331944,0.084483
0.526389,0.596552,0.397222,0.081034
0.480556,0.450431,0.336111,0.062931
0.524306,0.459914,0.390278,0.078448
0.53125,0.496552,0.376389,0.068966
0.576389,0.42931,0.355556,0.068966
0.470833,0.527586,0.372222,0.072414
0.480556,0.402586,0.366667,0.067241
0.522222,0.423707,0.369444,0.069828
0.488194,0.456034,0.356944,0.075862
0.496528,0.471552,0.373611,0.075862
0.394444,0.479741,0.394444,0.069828
0.469444,0.473707,0.422222,0.076724
0.504861,0.389224,0.340278,0.073276
0.474306,0.457759,0.354167,0.068966
0.496528,0.456034,0.395833,0.081034
0.475,0.478448,0.338889,0.077586
0.513194,0.440086,0.356944,0.069828
0.524306,0.343534,0.359722,0.066379
0.552778,0.334914,0.383333,0.078448
0.604167,0.478017,0.397222,0.081897
0.365972,0.471983,0.334722,0.066379
0.605556,0.434483,0.35,0.074138
0.496528,0.442672,0.370833,0.057759
0.613889,0.397414,0.352778,0.072414
0.470139,0.452155,0.395833,0.069828
0.533333,0.406466,0.419444,0.064655
0.424306,0.35,0.395833,0.074138
0.417361,0.424569,0.331944,0.083621
0.529861,0.425862,0.340278,0.082759
0.424306,0.448707,0.340278,0.081897
0.588194,0.440948,0.356944,0.085345
0.486111,0.478017,0.341667,0.080172
0.490278,0.486207,0.341667,0.07069
